id,link,title,
260,高性能js固定侧边栏插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201710104771.html, 
261,js和CSS3背景图片切片和glitch闪动效果,http://www.htmleaf.com/jQuery/Layout-Interface/201709294765.html, 
262,js动态炫酷数字时钟,http://www.htmleaf.com/jQuery/Layout-Interface/201709284763.html, 
263,纯js响应式模态窗口和弹出层插件MODALit,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201709274761.html, 
264,bootstrap右键菜单插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201709254757.html, 
265,jquery横向手风琴效果,http://www.htmleaf.com/jQuery/Accordion/201709234755.html, 
266,bootstrap手风琴菜单,http://www.htmleaf.com/jQuery/Accordion/201709224753.html, 
267,简单易用的jquery响应式轮播图插件ma5slider,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201709204749.html, 
268,最小的js过渡动画库Liike.js,http://www.htmleaf.com/jQuery/jquery-tools/201709194747.html, 
269,jquery目录树插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201709184745.html, 
270,带视觉差的网格浮动图片画廊jquery特效,http://www.htmleaf.com/jQuery/shijuecha/201709154741.html, 
271,jQuery和CSS3超酷3D立方体轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201709144739.html, 
272,简单带缩略图的jquery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201709124735.html, 
273,快速制作卡片翻转效果的jquery插件,http://www.htmleaf.com/jQuery/jquery-tools/201709114733.html, 
274,Bootstrap popover功能扩展jquery插件,http://www.htmleaf.com/jQuery/Tooltips/201709084728.html, 
275,纯js实现电子时钟特效,http://www.htmleaf.com/jQuery/Layout-Interface/201709074726.html, 
276,检测浏览器版本提示升级js插件,http://www.htmleaf.com/jQuery/jquery-tools/201709044720.html, 
277,jQuery lightbox插件ViewBox,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201709024718.html, 
278,简单的Material Design风格计算器,http://www.htmleaf.com/jQuery/Layout-Interface/201708314714.html, 
279,带多种CSS3过渡动画的jquery模态窗口插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201708294710.html, 
280,炫酷3D透视轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201708284708.html, 
281,jquery图片移动查看插件,http://www.htmleaf.com/jQuery/Image-Effects/201708254704.html, 
282,Material Design风格jquery toast插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201708244702.html, 
283,基于Bootstrap的Markdown编辑器插件,http://www.htmleaf.com/jQuery/Layout-Interface/201708234699.html, 
284,基于Bootstrap以多标签页加载页面的Tabs插件,http://www.htmleaf.com/jQuery/Tabs/201708224697.html, 
285,基于Bootstrap支持多种模式的表格分页插件,http://www.htmleaf.com/jQuery/Table/201708214695.html, 
286,Bootstrap多级导航菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201708194693.html, 
287,页面滚动时为元素动态添加class类的jquery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201708184691.html, 
288,捕获键盘输入和输入组合键的js库hotkeys,http://www.htmleaf.com/jQuery/jquery-tools/201708174689.html, 
289,简单的支持移动设备的轮播图jQuery插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201708154685.html, 
290,可使任何HTML元素动态缩放适合父元素的js插件,http://www.htmleaf.com/jQuery/Layout-Interface/201708144683.html, 
291,jquery文字闪烁效果插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201708114679.html, 
292,js和CSS3 3D轮播图,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201708084672.html, 
293,Bootstrap3 Toast消息框插件,http://www.htmleaf.com/jQuery/Layout-Interface/201708054668.html, 
294,jquery输入框键入文字动画特效,http://www.htmleaf.com/jQuery/Form/201708034664.html, 
295,js和CSS3鼠标hover菜单文字特效,http://www.htmleaf.com/jQuery/Text-Link-Effects/201708024662.html, 
296,jquery和CSS3 Tabs选项卡,http://www.htmleaf.com/jQuery/Tabs/201708014660.html, 
297,jquery右键菜单插件jquery-menu,http://www.htmleaf.com/jQuery/Menu-Navigation/201707314658.html, 
298,js和CSS3图片碎片合成动画特效,http://www.htmleaf.com/jQuery/Image-Effects/201707274652.html, 
299,jquery图片马赛克过渡动画特效插件,http://www.htmleaf.com/jQuery/Image-Effects/201707264649.html, 
300,jquery虚拟键盘插件jqkeyboard,http://www.htmleaf.com/jQuery/Layout-Interface/201707244645.html, 
301,jquery固定元素在窗口顶部位置插件,http://www.htmleaf.com/jQuery/Layout-Interface/201707214641.html, 
302,jquery和CSS3响应式轮播图插件jcSlider,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201707204639.html, 
303,jquery和CSS3图片排序过滤搜索插件,http://www.htmleaf.com/jQuery/Layout-Interface/201707194637.html, 
304,前端jquery生成验证码插件,http://www.htmleaf.com/jQuery/Form/201707184635.html, 
305,简单的js聊天机器人框架BotUI,http://www.htmleaf.com/jQuery/jquery-tools/201707144629.html, 
306,LED样式jquery时间倒计时插件,http://www.htmleaf.com/jQuery/Layout-Interface/201707134627.html, 
307,jquery文字动画特效插件animatext,http://www.htmleaf.com/jQuery/Text-Link-Effects/201707114622.html, 
308,基于bootstrap的移动手机端全屏模态窗口插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201707084618.html, 
309,仿阴阳师官网jquery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201707064614.html, 
310,支持markdown语法的网页幻灯片插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201707044609.html, 
311,jquery侧边栏插件sideToggle,http://www.htmleaf.com/jQuery/Menu-Navigation/201707034607.html, 
312,simsCheckbox无序列表转换jquery插件,http://www.htmleaf.com/jQuery/Form/201707014605.html, 
313,jquery tabs选项卡设计效果,http://www.htmleaf.com/jQuery/Tabs/201706294601.html, 
314,HTML5 tooltips工具提示jquery插件,http://www.htmleaf.com/jQuery/Tooltips/201706274597.html, 
315,跨浏览器的jquery图片剪裁插件Jcrop,http://www.htmleaf.com/jQuery/Image-Effects/201706264595.html, 
316,jquery base64编码解码插件,http://www.htmleaf.com/jQuery/jquery-tools/201706244593.html, 
317,可多层嵌套的jquery弹出窗口插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201706214586.html, 
318,纯js滚动条美化插件scrollBot,http://www.htmleaf.com/jQuery/Layout-Interface/201706204584.html, 
319,Bootstrap日期选择器插件bootstrap-datepicker,http://www.htmleaf.com/jQuery/Calendar-Date-Time-picker/201706194582.html, 
320,简单的纯js滑动按钮插件,http://www.htmleaf.com/jQuery/Form/201706174580.html, 
321,js和CSS3仿宝丽莱Polaroid图片相册画廊,http://www.htmleaf.com/jQuery/Image-Effects/201706154575.html, 
322,纯js百叶窗效果轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201706144573.html, 
323,跨浏览器彩色图片转黑白图片jquery插件,http://www.htmleaf.com/jQuery/Image-Effects/201706134571.html, 
324,Android时间选择器样式jquery插件,http://www.htmleaf.com/jQuery/Calendar-Date-Time-picker/201706104565.html, 
325,带分页的多功能下拉选择框jquery插件,http://www.htmleaf.com/jQuery/Form/201706084561.html, 
326,jquery炫酷Input表单输入文字动画特效插件,http://www.htmleaf.com/jQuery/Form/201706074559.html, 
327,jquery支持移动手机的响应式轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201706064556.html, 
328,SmartPhoto-jquery移动手机响应式图片查看插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201706054554.html, 
329,简单的Bootstrap Tabs选项卡,http://www.htmleaf.com/jQuery/Tabs/201705314545.html, 
330,4种超酷Bootstrap图片画廊和lightbox效果模板,http://www.htmleaf.com/jQuery/Layout-Interface/201705274539.html, 
331,简单的jquery进度条插件,http://www.htmleaf.com/jQuery/Layout-Interface/201705264536.html, 
332,基于Web Animations API的js动画库插件,http://www.htmleaf.com/jQuery/jquery-tools/201705244531.html, 
333,jquery滚动固定侧边栏插件,http://www.htmleaf.com/jQuery/Layout-Interface/201705224526.html, 
334,js实现简单计算器,http://www.htmleaf.com/jQuery/Layout-Interface/201705204524.html, 
335,支持移动设备的响应式js lightbox插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201705184519.html, 
336,jquery网格图像动画特效插件,http://www.htmleaf.com/jQuery/Image-Effects/201705174516.html, 
337,jquery实现360度全景展示特效插件,http://www.htmleaf.com/jQuery/Image-Effects/201705164514.html, 
338,js和css3智能隐藏和显示的顶部导航菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201705134509.html, 
339,跨浏览器控制图片旋转jquery插件,http://www.htmleaf.com/jQuery/Image-Effects/201705104502.html, 
340,纯js文字洗牌式切换特效插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201705084497.html, 
341,基于Bootstrap的网格布局和列表布局切换特效,http://www.htmleaf.com/jQuery/Layout-Interface/201705064495.html, 
342,炫酷Bootstrap美化Tabs选项卡特效,http://www.htmleaf.com/jQuery/Tabs/201705054493.html, 
343,纯js模拟时钟插件analogClock.js,http://www.htmleaf.com/jQuery/Layout-Interface/201705044491.html, 
344,全屏百叶窗式动感js轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201705034489.html, 
345,纯js点击按钮弹出登录对话框特效,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201704284481.html, 
346,jquery页面滚动触发动画插件,http://www.htmleaf.com/jQuery/Layout-Interface/201704274479.html, 
347,基于jquery UI的拖拽摇摆效果插件,http://www.htmleaf.com/jQuery/jquery-tools/201704264477.html, 
348,小巧的jquery轮播图插件xSlider,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201704254475.html, 
349,纯js二维码生成插件,http://www.htmleaf.com/jQuery/jquery-tools/201704214469.html, 
350,仿Facebook网格图片画廊jquery插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201704204467.html, 
351,古卷轴平滑打开jQuery动画特效,http://www.htmleaf.com/jQuery/Image-Effects/201704194465.html, 
352,纯js页面平滑滚动插件,http://www.htmleaf.com/jQuery/Layout-Interface/201704184463.html, 
353,基于bootsnav的简洁多级导航菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201704174461.html, 
354,jQuery时间轴幻灯片插件,http://www.htmleaf.com/jQuery/Layout-Interface/201704164459.html, 
355,苹果iOS10样式背景图片视觉差效果jquery插件,http://www.htmleaf.com/jQuery/shijuecha/201704154457.html, 
356,控制台打印文字效果js插件-typed.js,http://www.htmleaf.com/jQuery/Text-Link-Effects/201704144455.html, 
357,SweetDropdown-多用途jQuery下拉列表插件,http://www.htmleaf.com/jQuery/Layout-Interface/201704134453.html, 
358,基于Masonry的网格瀑布流加载动画特效,http://www.htmleaf.com/jQuery/pubuliuchajian/201704124451.html, 
359,纯js图片和视频查看器插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201704114449.html, 
360,基于Bootstrap仿Pinterest的网格瀑布流插件,http://www.htmleaf.com/jQuery/pubuliuchajian/201704104447.html, 
361,Tippy.js-纯js tooltip工具提示插件,http://www.htmleaf.com/jQuery/Tooltips/201704054439.html, 
362,jquery和CSS3 3d立方体旋转特效,http://www.htmleaf.com/jQuery/Layout-Interface/201704044437.html, 
363,炫酷吹风机样式loading进度条插件,http://www.htmleaf.com/jQuery/Layout-Interface/201703304429.html, 
364,15种表单占位符placeholder动画jquery插件,http://www.htmleaf.com/jQuery/Form/201703294427.html, 
365,jQuery滑动解锁插件,http://www.htmleaf.com/jQuery/Form/201703284425.html, 
366,jQuery表格搜索过滤和单元格高亮插件,http://www.htmleaf.com/jQuery/Table/201703244419.html, 
367,控制animate.css动画的jquery插件,http://www.htmleaf.com/jQuery/jquery-tools/201703234417.html, 
368,jQuery查看json格式数据插件,http://www.htmleaf.com/jQuery/jquery-tools/201703224415.html, 
369,炫酷鼠标hover图片幻影跟随动画特效,http://www.htmleaf.com/jQuery/Image-Effects/201703204411.html, 
370,多功能jquery图片预览放大镜插件,http://www.htmleaf.com/jQuery/Image-Effects/201703174407.html, 
371,小巧的js图片模糊效果插件,http://www.htmleaf.com/jQuery/Image-Effects/201703164405.html, 
372,带缩略图和多种过渡动画效果的jquery轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201703144401.html, 
373,简洁的Bootstrap手风琴下拉列表美化效果,http://www.htmleaf.com/jQuery/Accordion/201703114397.html, 
374,jquery数字动画插件animationCounter.js,http://www.htmleaf.com/jQuery/Text-Link-Effects/201703104395.html, 
375,高级jQuery自动补全插件,http://www.htmleaf.com/jQuery/Form/201703094393.html, 
376,jExcel-类似Excel的jquery电子表格插件,http://www.htmleaf.com/jQuery/Table/201703084391.html, 
377,基于bootstrap的表格头固定jquery插件,http://www.htmleaf.com/jQuery/Table/201703064387.html, 
378,轻量级页面滚动视觉差特效jquery插件,http://www.htmleaf.com/jQuery/shijuecha/201703054385.html, 
379,带10种动画特效的标题文字动画jQuery插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201703044383.html, 
380,实用select下拉框美化jquery插件,http://www.htmleaf.com/jQuery/Form/201702284375.html, 
381,10种超酷波浪文字动画特效jquery插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201702254371.html, 
382,基于Bootstrap的响应式Carousel轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201702224365.html, 
383,仿Facebook样式的gif动态图片预览和播放js插件,http://www.htmleaf.com/jQuery/Image-Effects/201702184359.html, 
384,jquery根据鼠标位置移动背景图片插件,http://www.htmleaf.com/jQuery/Image-Effects/201702174357.html, 
385,带倒影效果的jquery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201702154353.html, 
386,quietflow.js-jquery背景层动画插件,http://www.htmleaf.com/jQuery/Layout-Interface/201702134349.html, 
387,基于zepto适合移动端的幸运大转盘插件,http://www.htmleaf.com/jQuery/jquery-tools/201702124347.html, 
388,一款模拟iOS页面切换的js插件,http://www.htmleaf.com/jQuery/Layout-Interface/201702094343.html, 
389,简洁的带缩略图的jquery焦点图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201702064337.html, 
390,jquery鼠标滑过爆炸特效插件,http://www.htmleaf.com/jQuery/Image-Effects/201701224333.html, 
391,超酷CSS3垂直手风琴列表,http://www.htmleaf.com/jQuery/Accordion/201701204331.html, 
392,带视觉差效果的jquery响应式轮播图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201701184327.html, 
393,jquery和CSS3带弹性动画效果的工具栏菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201701164323.html, 
394,基于jquery ui可自由拖拽的弹性圆形菜单效果,http://www.htmleaf.com/jQuery/Menu-Navigation/201701154321.html, 
395,jquery图片水印插件,http://www.htmleaf.com/jQuery/Image-Effects/201701144319.html, 
396,Bootstrap漂亮的垂直手风琴列表效果,http://www.htmleaf.com/jQuery/Accordion/201701134317.html, 
397,基于velocity.js过渡动画效果的Bootstrap模态窗口和,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201701114313.html, 
398,js+css炫酷3d立体卡通文字特效,http://www.htmleaf.com/jQuery/Text-Link-Effects/201701104311.html, 
399,basicContext.js - 强大的纯Js上下文菜单插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201701074307.html, 
400,纯js和css3超酷图片镜像效果,http://www.htmleaf.com/jQuery/Image-Effects/201701064305.html, 
401,jquery波浪文字动画特效插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201701054303.html, 
402,中国各大城市和县区快速选择js插件,http://www.htmleaf.com/jQuery/jquery-tools/201701044301.html, 
403,支持ajax的jquery自动完成插件,http://www.htmleaf.com/jQuery/jquery-tools/201701034299.html, 
404,纯js和CSS3炫酷3D信用卡特效,http://www.htmleaf.com/jQuery/Image-Effects/201701014297.html, 
405,仿优酷三联叠加轮播jquery焦点图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612314295.html, 
406,带缩略图的jquery焦点图特效代码,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612304293.html, 
407,jquery可任意拖动排序的导航图片效果,http://www.htmleaf.com/jQuery/Layout-Interface/201612294291.html, 
408,jquery扁平风格的手风琴特效,http://www.htmleaf.com/jQuery/Accordion/201612284289.html, 
409,基于HTML5 time元素的倒计时jquery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201612244281.html, 
410,仿天猫商品品牌图片墙换一批动画特效,http://www.htmleaf.com/jQuery/Layout-Interface/201612234279.html, 
411,可拖拽和带二维码的登录窗口设计效果,http://www.htmleaf.com/jQuery/Layout-Interface/201612224277.html, 
412,简单实用的Bootstrap选项卡效果,http://www.htmleaf.com/jQuery/Tabs/201612214275.html, 
413,HTML5在线二维码生成器代码,http://www.htmleaf.com/jQuery/jquery-tools/201612194271.html, 
414,jquery数字格式化分隔符插件,http://www.htmleaf.com/jQuery/jquery-tools/201612174267.html, 
415,基于Bootstrap支持移动端的响应式轮播图效果,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612164265.html, 
416,可展开和收缩的jquery FAQ问答列表特效,http://www.htmleaf.com/jQuery/Accordion/201612154263.html, 
417,terseBanner-简洁优雅的jquery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612144260.html, 
418,jquery堆叠图片左右切换轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612134258.html, 
419,带CSS3动画效果的炫酷jquery返回顶部插件,http://www.htmleaf.com/jQuery/Layout-Interface/201612124256.html, 
420,jquery中国省份地图插件,http://www.htmleaf.com/jQuery/Layout-Interface/201612114254.html, 
421,jquery响应式弹出层图片画廊插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612094250.html, 
422,纯js带缩略图的图片图集幻灯片特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612084247.html, 
423,纯js带弹性动画的手风琴图片相册特效,http://www.htmleaf.com/jQuery/Accordion/201612074245.html, 
424,jquery带缩略图的轮播图代码,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201612064243.html, 
425,jquery手机端带农历的万年历插件,http://www.htmleaf.com/jQuery/Calendar-Date-Time-picker/201612044238.html, 
426,jQuery轻量级拖动剪裁头像图片插件,http://www.htmleaf.com/jQuery/Image-Effects/201612034236.html, 
427,jquery每日签到日历插件,http://www.htmleaf.com/jQuery/Layout-Interface/201612014232.html, 
428,jquery九宫格抽奖转盘特效,http://www.htmleaf.com/jQuery/Layout-Interface/201611304230.html, 
429,jquery制作可隐藏的在线QQ客服面板,http://www.htmleaf.com/jQuery/Layout-Interface/201611294228.html, 
430,jquery仿迅雷官方网站全屏响应式轮播图动画特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201611284225.html, 
431,带缩略图和多种过渡动画的jquery焦点图特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201611274223.html, 
432,myFocus-强大的js焦点图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201611264221.html, 
433,jQuery仿旅游网站侧边栏菜单特效,http://www.htmleaf.com/jQuery/Menu-Navigation/201611254218.html, 
434,基于jQuery的页面便签插件,http://www.htmleaf.com/jQuery/Layout-Interface/201611244215.html, 
435,jquery仿京东商城商品切换选项卡特效,http://www.htmleaf.com/jQuery/Tabs/201611234213.html, 
436,Material Design风格下拉菜单jquery插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201611224211.html, 
437,jquery带商品分类侧边栏列表的商城导航菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201611214209.html, 
438,纯js跨浏览器响应式消息通知插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201611204207.html, 
439,jquery仿淘宝网登录拖动滑块验证码效果,http://www.htmleaf.com/jQuery/Form/201611184203.html, 
440,jquery和CSS3带倒影的3D万花筒旋转动画特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201611164197.html, 
441,jquery仿腾讯视频鼠标滑过图片滑动动画特效,http://www.htmleaf.com/jQuery/Image-Effects/201611154195.html, 
442,超酷堆叠图片展开和折叠jquery动画特效,http://www.htmleaf.com/jQuery/Image-Effects/201611144193.html, 
443,jquery全屏响应式淡入淡出效果轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201611134191.html, 
444,Material design风格浮动按钮特效,http://www.htmleaf.com/jQuery/Buttons-Icons/201611124188.html, 
445,带qq在线客服和二维码的jquery返回顶部特效,http://www.htmleaf.com/jQuery/Layout-Interface/201611104184.html, 
446,纯js tooltip工具提示插件,http://www.htmleaf.com/jQuery/Tooltips/201611094181.html, 
447,12种炫酷汉堡包图标按钮变形动画特效,http://www.htmleaf.com/jQuery/Buttons-Icons/201611084178.html, 
448,fallingsnow.js-jquery下雪动画特效,http://www.htmleaf.com/jQuery/Layout-Interface/201611074175.html, 
449,简洁时尚的jQuery和CSS3侧边栏菜单插件,http://www.htmleaf.com/jQuery/Menu-Navigation/201611044168.html, 
450,纯js超炫酷3D照片墙展示特效,http://www.htmleaf.com/jQuery/Image-Effects/201611024162.html, 
451,纯JavaScript智能缩放图片预览插件,http://www.htmleaf.com/jQuery/Image-Effects/201611014159.html, 
452,轻量级Material Design风格jquery对话框插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201610314156.html, 
453,轻量级jquery数字动画插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201610304154.html, 
454,jQuery响应式图片无缝轮播插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201610274145.html, 
455,Material Design风格纯js按钮点击波特效,http://www.htmleaf.com/jQuery/Buttons-Icons/201610264142.html, 
456,zeroModal-扁平化风格jQuery弹出层插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201610254139.html, 
457,VM Carousel-jQuery响应式轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201610234135.html, 
458,BOP-现代响应式纯js模态对话框插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201610224132.html, 
459,基于SVG的jQuery旋转按钮插件,http://www.htmleaf.com/jQuery/Buttons-Icons/201610214129.html, 
460,所见即所得的jQuery数学公式编辑器插件,http://www.htmleaf.com/jQuery/jquery-tools/201610204126.html, 
461,超酷jQuery和CSS3图片遮罩层和lightbox动画特效,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201610194123.html, 
462,nanobar-轻量级纯js进度条插件,http://www.htmleaf.com/jQuery/Layout-Interface/201610174113.html, 
463,带变形动画特效的下拉导航菜单特效,http://www.htmleaf.com/jQuery/Menu-Navigation/201610144104.html, 
464,兼容ie8的响应式jquery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201610134101.html, 
465,超酷Bootstrap 3 隐藏滑动侧边栏菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201610124098.html, 
466,基于Bootstrap的垂直滚动新闻特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201610114091.html, 
467,超酷3D立方体页面切换过渡动画jQuery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201610104086.html, 
468,纯js实用T恤衫花纹图案预览特效,http://www.htmleaf.com/jQuery/Image-Effects/201610094084.html, 
469,简单响应式jQuery Tabs选项卡插件,http://www.htmleaf.com/jQuery/Tabs/201610094081.html, 
470,简单实用的jQuery确认框和警告框插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201610084078.html, 
471,简单的堆叠卡片样式jQuery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201610054067.html, 
472,纯js实用格式化货币插件,http://www.htmleaf.com/jQuery/jquery-tools/201610034061.html, 
473,纯文本Loading加载指示器特效,http://www.htmleaf.com/jQuery/Text-Link-Effects/201609304056.html, 
474,Adapttext.js-jQuery响应式文字插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201609294053.html, 
475,超酷js弹性效果的图片展示画廊特效,http://www.htmleaf.com/jQuery/Image-Effects/201609284048.html, 
476,可对列表自由拖拽排序的jQuery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201609284046.html, 
477,可制作页面锚链接平滑过渡效果的jQuery插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201609264040.html, 
478,纯js超酷3D旋转木马特效插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201609254036.html, 
479,jQuery响应式网格图片画廊插件,http://www.htmleaf.com/jQuery/Image-Effects/201609244033.html, 
480,带鼠标滑过特效的jQuery霓虹灯文字插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201609224027.html, 
481,可快速生成各种阴影效果的jQuery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201609224025.html, 
482,兼容IE8的jQuery旋转木马幻灯片插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201609214022.html, 
483,图片内部缩放和平移jQuery插件,http://www.htmleaf.com/jQuery/Image-Effects/201609204017.html, 
484,OneBook3D-逼真的jQuery翻书特效插件,http://www.htmleaf.com/jQuery/Layout-Interface/201609204015.html, 
485,实用密码强度检测jQuery插件,http://www.htmleaf.com/jQuery/jquery-tools/201609184007.html, 
486,移动端友好的jQuery数字键盘插件,http://www.htmleaf.com/jQuery/Form/201609174003.html, 
487,打字动画文本占位符特效jQuery插件,http://www.htmleaf.com/jQuery/Form/201609154001.html, 
488,3种炫酷表单浮动标签设计效果,http://www.htmleaf.com/jQuery/Form/201609143998.html, 
489,支持移动端的仿medium图片放大预览js插件,http://www.htmleaf.com/jQuery/Image-Effects/201609133995.html, 
490,简单的响应式纯js消息通知插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201609123990.html, 
491,Gif图片预览和播放jQuery插件,http://www.htmleaf.com/jQuery/Image-Effects/201609123988.html, 
492,timeago.js-将datetime时间转化为模糊时间的js工具库,http://www.htmleaf.com/jQuery/jquery-tools/201609103982.html, 
493,mgGlitch.js-模拟显示故障的jQuery插件,http://www.htmleaf.com/jQuery/Image-Effects/201609093979.html, 
494,quill.js-强大的现代富文本编辑器插件,http://www.htmleaf.com/jQuery/Layout-Interface/201609083976.html, 
495,中国风古典云纹返回顶部jQuery插件,http://www.htmleaf.com/jQuery/Layout-Interface/201609083974.html, 
496,最简单的响应式jQuery轮播图插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201609073971.html, 
497,实现波浪文字动画特效的纯JS插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201609073969.html, 
498,可生成环形文字的纯js插件,http://www.htmleaf.com/jQuery/Text-Link-Effects/201609053961.html, 
499,仿Key社游戏风格jQuery右键菜单,http://www.htmleaf.com/jQuery/Menu-Navigation/201609043956.html, 
500,跨浏览器jQuery虚拟键盘插件,http://www.htmleaf.com/jQuery/Form/201608313938.html, 
501,带4种特效的轻量级jQuery模态对话框插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201608303933.html, 
502,可拖动切换的全屏jQuery幻灯片特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201608293930.html, 
503,支持移动手机的响应式产品展示幻灯片特效,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201608273922.html, 
504,可将网页内容导出到Word文档的jQuery插件,http://www.htmleaf.com/jQuery/jquery-tools/201608263917.html, 
505,兼容IE8的简单jQuery日期选择器插件,http://www.htmleaf.com/jQuery/Calendar-Date-Time-picker/201608253912.html, 
506,根据图片的两种主要颜色生成背景渐变的JS插件,http://www.htmleaf.com/jQuery/Image-Effects/201608243909.html, 
507,jQuery网页背景渐变色平滑过渡动画插件,http://www.htmleaf.com/jQuery/Layout-Interface/201608243907.html, 
508,Skippr-最简洁实用的jQuery幻灯片插件,http://www.htmleaf.com/jQuery/Slideshow-Scroller/201608233904.html, 
509,实用窗口顶部消息通知、提示和确认jQuery插件,http://www.htmleaf.com/jQuery/Lightbox-Dialog/201608233902.html, 
510,Bootstrap超炫垂直手风琴列表特效,http://www.htmleaf.com/jQuery/Accordion/201608223897.html, 
