"id";"link";"title";"DE"
432;"https://www.ctolib.com/git-open.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""git-open - 输入`git open`就能够在你的浏览器中打开一个仓库的GitHub页面或网站";"git-open - 输入`git open`就能够在你的浏览器中打开一个仓库的GitHub页面或网站";"开发，版本控制和部署的命令行"
433;"https://www.ctolib.com/sub.html";"sub - 一个美味的组织程序的方式";"开发，版本控制和部署的命令行"
434;"https://www.ctolib.com/komputer-maschine.html";"一个shell脚本,让您的机器具备设计和开发的条件";"开发，版本控制和部署的命令行"
435;"https://www.ctolib.com/vim-auto-programming.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""vim-auto-programming：提供统计整个git项目行数";"vim-auto-programming：提供统计整个git项目行数";"开发，版本控制和部署的命令行"
436;"https://www.ctolib.com/bruj0-jenkins_pipeline.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""使用CoreOS / Docker / Jenkins进行精益持续部署，测试和集成管道";"使用CoreOS / Docker / Jenkins进行精益持续部署，测试和集成管道";"开发，版本控制和部署的命令行"
437;"https://www.ctolib.com/myrepos.html";"mr - 一个工具来管理你所有的版本控制Repository";"开发，版本控制和部署的命令行"
438;"https://www.ctolib.com/hwdsl2-setup-ipsec-vpn.html";"IPsec VPN 服务器一键安装脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
439;"https://www.ctolib.com/enhancd.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""enhancd - ?新一代cd命令拥有一个交互式过滤器";"enhancd - ?新一代cd命令拥有一个交互式过滤器";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
440;"https://www.ctolib.com/KDAB-hotspot.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Hotspot - Linux 的图形界面性能分析器";"Hotspot - Linux的图形界面性能分析器";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
441;"https://www.ctolib.com/spot.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""spot - 一个很小的文件搜索工具(bash)";"spot - 一个很小的文件搜索工具(bash)";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
442;"https://www.ctolib.com/bd.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" cd="""" ..="""" ..""""="""" data-original-title=""bd - 在linux中快速回到一个父目录，代替反复敲打";"bd - 在linux中快速回到一个父目录";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
443;"https://www.ctolib.com/cantino-mcfly.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Fly through your shell history. Great Scott!";"McFly - Bash历史命令高效搜索重用工具";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
444;"https://www.ctolib.com/aqzt-kjyw.html";"快捷运维，项目基于shell、python，运维脚本工具库";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
445;"https://www.ctolib.com/qfc.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""qfc - Bash和Zsh的快速命令行文件完成";"qfc - Bash和Zsh的快速命令行文件完成";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
446;"https://www.ctolib.com/bestswifter-macbootstrap.html";"新 Mac 开发的，快速配置开发环境的脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
447;"https://www.ctolib.com/wulabing-V2Ray_ws-tls_bash_onekey.html";"V2Ray 基于 Nginx 的vmess+ws+tls 一键安装脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
448;"https://www.ctolib.com/shml.html";"SHML - 终端的样式框架(Shell Markup Language)";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
449;"https://www.ctolib.com/v.html";"v - z for vim";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
450;"https://www.ctolib.com/hhighlighter.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""hhighlighter - 一个小工具来用不同的颜色高亮命令行输出中的多个关键字";"hhighlighter - 一个小工具来用不同的颜色高亮命令行输出中的多个关键字";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
451;"https://www.ctolib.com/z.html";"z - z is the new j, yo";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
452;"https://www.ctolib.com/sheet.html";"sheet - 实现轻松地创建和访问终端的文本片段";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
453;"https://www.ctolib.com/commacd.html";"commacd - 在Bash中一个种更快的方法来move around";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
454;"https://www.ctolib.com/slugifys.html";"slugify - Bash命令能够将文件名和目录转成一个web友好的格式";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
455;"https://www.ctolib.com/aliases.html";"aliases - 为bash提供上下文、动态、分组的别名";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
456;"https://www.ctolib.com/smans.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""sman - ? 一个命令行代码段管理器";"sman - ? 一个命令行代码段管理器";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
457;"https://www.ctolib.com/sparks.html";"spark - 在你的shell生成走势图▁▂▃▅▂▇";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
458;"https://www.ctolib.com/shark.html";"Shark - 一个针对fish的Sparkline生成器▁▂▃▅";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
459;"https://www.ctolib.com/c9s-vikube-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Vikube - 在Vim中从Vim操作Kubernetes Cluster";"Vikube - 在Vim中从Vim操作Kubernetes Cluster";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
460;"https://www.ctolib.com/autoenv.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""autoenv - 基于目录的环境";"autoenv - 基于目录的环境";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
461;"https://www.ctolib.com/fasd.html";"fasd - 命令行生产率助推器，提供了快速访问文件和目录";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
462;"https://www.ctolib.com/desk.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""desk - 一个用于shell的轻量级工作空间管理器";"desk - 一个用于shell的轻量级工作空间管理器";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
463;"https://www.ctolib.com/oldratlee-useful-scripts.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""有自己用的好的脚本 或是 平时常用但没有写成脚本的功能";"? 把平时有用的手动操作做成脚本，这样可以便捷的使用。 ✨";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
464;"https://www.ctolib.com/borgs.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""borg - 基于终端的bash命令搜索引擎";"borg - 基于终端的bash命令搜索引擎";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
465;"https://www.ctolib.com/thameera-vimv.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""vimv是一个基于终端的文件重命名实用程序，可让您轻松地使用Vim批量重命名文件。";"vimv是一个使用Vim批量重命名文件的工具";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
466;"https://www.ctolib.com/Sudocabulary.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""sudocabulary - 从您的终端学习英语词汇";"sudocabulary - 从您的终端学习英语词汇";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
467;"https://www.ctolib.com/aaronkjones-noobs-term.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Noobs Terminal是一个新手的终端配置，包含优秀终端程序，软件包和配置";"Noobs Terminal是一个新手的终端配置，包含优秀终端程序，软件包和配置";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
468;"https://www.ctolib.com/actions-bin.html";"用于开发和运行GitHub Actions的实用程序集合";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
469;"https://www.ctolib.com/bashmarks.html";"bashmarks - 用于shell的目录书签 ";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
470;"https://www.ctolib.com/hr.html";"hr: 为你的终端提供一个水平标尺";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
471;"https://www.ctolib.com/i5ting-i5ting-mac-init.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""自己Mac电脑初始化的安装脚本";"自己Mac电脑初始化的安装脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
472;"https://www.ctolib.com/sunaku-vim-modusline.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""此插件为您的Vim状态行提供特定于模式的着色，以便您可以通过视觉（通过颜色）区分Vim当前所处的模式。";"modusline: 通过颜色区分Vim当前所处模式的插件";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
473;"https://www.ctolib.com/anymb-k8s_init.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""本工具使用ansible playbook初始化系统配置、安装k8s高可用集群，并可进行节点扩容、替换集群证书等。";"k8s一键部署、扩容playbook";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
474;"https://www.ctolib.com/andystive-onekey_LAMP_source.html";"centos7 源码包安装lamp脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
475;"https://www.ctolib.com/up.html";"up - 快速导航到父目录通过tab补齐，可用于bash和zsh";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
476;"https://www.ctolib.com/aliasme.html";"aliasme - 一个shell脚本用于在命令行中组织你的别名";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
477;"https://www.ctolib.com/joereynolds-place-vim.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""place.vim允许您在不移动光标的情况下将插入内容添加到文本中";"place.vim允许您在不移动光标的情况下将插入内容添加到文本中";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
478;"https://www.ctolib.com/snips.html";"snips - 一个命令行工具来管理代码片段";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
479;"https://www.ctolib.com/ShadowsocksWizards.html";"一个为 Ubuntu Server 准备的引导式 Shadowsocks 自动安装脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
480;"https://www.ctolib.com/foxy.html";"foxy - 一个简单的脚本用来处理存储在一个txt文件中的书签";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
481;"https://www.ctolib.com/ks.html";"k alias - 获得kool别名(或者更多)使用一个简单的一行程序";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
482;"https://www.ctolib.com/vincheung-mac.html";"一个前端开发工程师的 mac 装机";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
483;"https://www.ctolib.com/jayli-vim-easycomplete.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Vim-EasyComplete - 一个简单轻便的 VIM 自动补全插件";"Vim-EasyComplete - 一个简单轻便的 VIM 自动补全插件";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
484;"https://www.ctolib.com/12345bt-12345bt-github-io.html";"linux 各类一键安装脚本，懒人用懒办法";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
485;"https://www.ctolib.com/AwesomeCompileScript.html";"用于加速编译Shell脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
486;"https://www.ctolib.com/shortcut-redis-cli.html";"shortcut-redis-cli.sh:通用redis-cli终端运维管理快捷连接脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
487;"https://www.ctolib.com/icoolworld-shell.html";"一些常用的shell脚本，用于webserver的服务安装，线上代码发布推送等";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
488;"https://www.ctolib.com/vim-utils.html";"Some practical functions script for vim. // 一些vim常用的功能脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
489;"https://www.ctolib.com/HanekawaHiro-doubiBackup.html";" 一些常用Linux软件一键安装管理脚本";"搜索，书签，多路复用和其他工具，使您的终端体验更有效率。"
490;"https://www.ctolib.com/johngrib-vim-game-code-break.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""VimGameCodeBreak是vim 8.0中的破坏代码游戏";"VimGameCodeBreak是vim 8.0中的破坏代码游戏";"命令行游戏"
491;"https://www.ctolib.com/bash2048.html";"bash2048 - Bash实现的2048游戏";"命令行游戏"
492;"https://www.ctolib.com/street-fighter-motd.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""街头霸王MOTDs";"街头霸王MOTDs";"命令行游戏"
493;"https://www.ctolib.com/sfb.html";"sfb -- 采用GNU sed编写的Flappy Bird ";"命令行游戏"
494;"https://www.ctolib.com/OpenVPN-install.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个针对Debian, Ubuntu和CentOS系统改进的OpenVPN安装程序";"一个针对Debian, Ubuntu和CentOS系统改进的OpenVPN安装程序";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
495;"https://www.ctolib.com/trailofbits-algo.html";"Algo – 在云中搭建个人IPSEC VPN";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
496;"https://www.ctolib.com/pi-hole-pi-hole.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""它能够拦截所有设备的广告，而无需安装客户端软件。 Pi-hole™阻止DNS级别的广告，因此所有设备都能受到保护。";"Pi-hole：一个支持多平台、全网范围的广告拦截工具";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
497;"https://www.ctolib.com/alexanderepstein-Bash-Snippets.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Bash-Snippets: 为重度终端用户提供的小型 bash 脚本集合";"Bash-Snippets: 为重度终端用户提供的小型 bash 脚本集合";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
498;"https://www.ctolib.com/MisterTea-EternalTCP.html";"Eternal Terminal 一个远程shell，在不中断会话的情况下自动重新连接";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
499;"https://www.ctolib.com/notes.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""实现简单愉快得记笔记，没有锁定";"实现简单愉快得记笔记，没有锁定";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
500;"https://www.ctolib.com/argos.html";"Argos – 在GNOME Shell面板中显示任意程序的输出";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
501;"https://www.ctolib.com/shinatra.html";"Shinatra - 只用55行bash脚本实现的一个简单的web服务器";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
502;"https://www.ctolib.com/vim-chat-vim-chat.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""QQ 和微信的支持需要安装额外的包，包括 mojo-webqq 和 mojo-weixin 此外，还需要安装 irssi，这是一个 irc 聊天工具; feh 这是一个浏览图片的工具。";"vim-chat 用于neovim和vim8的聊天插件";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
503;"https://www.ctolib.com/quick-secure.html";"quick-secure - 用于UNIX/Linux系统的硬化和安全设置基本权限与所有权";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
504;"https://www.ctolib.com/d4m-nfs.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""包含NFS的Docker for Mac用于在osxfs性能改进";"包含NFS的Docker for Mac用于在osxfs性能改进";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
505;"https://www.ctolib.com/4nonimizer.html";"一个bash脚本能够隐藏浏览互联网所使用的公网IP";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
506;"https://www.ctolib.com/jakewmeyer-Geo.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""一个用于广域网、局域网、路由器、dns、mac和ip地理位置的简单Bash工具，具有干净的管道输出";"一个用于广域网、局域网、路由器、dns、mac和ip地理位置的简单Bash工具，具有干净的管道输出";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
507;"https://www.ctolib.com/yodo.html";"本地特权升级POC";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
508;"https://www.ctolib.com/XPS15-9550-Sierra.html";"DELL XPS 15 9550 10.12.1 黑苹果";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
509;"https://www.ctolib.com/91yuntest.html";"91云服务器一键测试包";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
510;"https://www.ctolib.com/opsSAM.html";"opsSAM：开源运维管理平台";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
511;"https://www.ctolib.com/ec2gaming.html";"EC2 Gaming on macOS with Steam In-Home Streaming";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
512;"https://www.ctolib.com/gifcap.html";"gifcap是一个shell脚本用于从你的Android设备录制GIFs图片";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
513;"https://www.ctolib.com/MilesCranmer-vim-stream.html";"vims - 使用完整的vim命令代替sed";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
514;"https://www.ctolib.com/procdog.html";"procdog - 轻量级的命令行进程控制";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
515;"https://www.ctolib.com/zsenliao-shellMonitor.html";"一个 Linux 下基于 Bash 的文件和数据库监控及备份工具，可发送微信报警通知";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
516;"https://www.ctolib.com/histstat.html";"histstat - 是一个跨平台的命令行工具用于获取计算机系统实时，基本的网络连接数据";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
517;"https://www.ctolib.com/lestrrat-kubesh.html";"Spawn 特定kubectl上下文（集群）的一个shell";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
518;"https://www.ctolib.com/choosealicense-cli.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""choosealicense-cli - 将http://choosealicense.com引入你的终端，可以在你的终端选择一个许可";"choosealicense-cli - 将http://choosealicense.com引入你的终端";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
519;"https://www.ctolib.com/LinNetLim.html";"一个Linux Netlimiting程序";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
520;"https://www.ctolib.com/shell_menu.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""日常编写系统安装维护类脚本时经常需要进行统一管理，统一管理的时候会有个难题，就是需要编写菜单等，同时新加功能后，还需要对菜单文件进行维护，同时对脚本的分类管理也是个难题。 ";"统一管理脚本，可一键生成执行菜单";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
521;"https://www.ctolib.com/teamcrypt.html";"teamcrypt：加密数据以实现队友之间的安全共享";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
522;"https://www.ctolib.com/autorip-sh.html";"Autorip.sh 是一个 Linux/Unix 下的命令行脚本";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
523;"https://www.ctolib.com/whaleai-whaleai-hadoop.html";"提供Hadoop简化的部署方案　WhaleAI 专注人工智能/大数据　";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
524;"https://www.ctolib.com/k8s-deploy.html";"利用CircleCI部署一个k8s集群";"操作系统相关工具，包括系统管理，系统调试，文件和过程管理。"
525;"https://www.ctolib.com/bash-git-prompt.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""bash-git-prompt - 一个针对Git用户的多信息的和花俏的bash命令提示符";"bash-git-prompt - 一个针对Git用户的多信息的和花俏的bash命令提示符";"自定义提示，颜色主题等。"
526;"https://www.ctolib.com/Gogh.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""Gogh -Gnome终端和Pantheon终端的配色方案";"Gogh -Gnome终端和Pantheon终端的配色方案";"自定义提示，颜色主题等。"
527;"https://www.ctolib.com/sexy-bash-prompt.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""sexy-bash-prompt - Bash提示包含着色、git statuses和git分支";"sexy-bash-prompt - Bash提示包含着色、git statuses和git分支";"自定义提示，颜色主题等。"
528;"https://www.ctolib.com/bash-powerline.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""bash-powerline - Powerline风格Bash提示符在纯Bash脚本中";"bash-powerline - Powerline风格Bash提示符在纯Bash脚本中";"自定义提示，颜色主题等。"
529;"https://www.ctolib.com/liquidprompt.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""liquidprompt - 一个全功能的和精心设计的自动适配Bash &amp; Zsh提示";"liquidprompt - 一个全功能的和精心设计的自动适配Bash &amp; Zsh提示";"自定义提示，颜色主题等。"
530;"https://www.ctolib.com/oh-my-git.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""oh-my-git - 一个bash和zsh的自用git prompt";"oh-my-git - 一个bash和zsh的自用git prompt";"自定义提示，颜色主题等。"
531;"https://www.ctolib.com/bullet-train-oh-my-zsh-theme.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""bullet-train-oh-my-zsh-theme - ?一个oh-my-zsh shell 主题基于Powerline Vim插件";"bullet-train-oh-my-zsh-theme - ?一个oh-my-zsh shell 主题基于Powerline Vim插件";"自定义提示，颜色主题等。"
532;"https://www.ctolib.com/git-prompt.html";"git-prompt - GIT, SVN和HG模块的bash提示符";"自定义提示，颜色主题等。"
533;"https://www.ctolib.com/emojify.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""emojify 命令行中的Emoji";"emojify 命令行中的Emoji";"自定义提示，颜色主题等。"
534;"https://www.ctolib.com/base16-shell.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""base16-shell - Base16 for Shells";"base16-shell - Base16 for Shells";"自定义提示，颜色主题等。"
535;"https://www.ctolib.com/bash-full-of-colors.html";"bash-full-of-colors - 高级.bashrc和.bash_profile并拥有彩色输出";"自定义提示，颜色主题等。"
536;"https://www.ctolib.com/mysql-colorize-bash.html"" data-toggle=""tooltip"" data-placement=""bottom"" data-html=""true"" title="""" data-original-title=""mysql-colorize - 彩色化命mysql令行客户端";"mysql-colorize - 彩色化命mysql令行客户端";"自定义提示，颜色主题等。"
537;"https://www.ctolib.com/gittify.html";"gittify - 一个多彩的Bash提示符+自定义的Git别名";"自定义提示，颜色主题等。"
