id,title,content,link,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1000hz-bootstrap-validator,Simple one-to-one WebRTC video/voice and data channels,https://www.bootcdn.cn/1000hz-bootstrap-validator/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,simple-peer,The jQuery Plugin for Big Background Video (and Images),https://www.bootcdn.cn/simple-peer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,BigVideo.js,A three dimensional and space effecient menu,https://www.bootcdn.cn/BigVideo.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,meny,A javascript library providing cross-browser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,easyXDM,AngularJS directive which takes JSON representing a form and renders to HTML,https://www.bootcdn.cn/easyXDM/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,angular-formly,UI library for manipulating lists via swipe and drag gestures,https://www.bootcdn.cn/angular-formly/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,slipjs,A swipeable cards interface. The swipe-left/swipe-right for yes/no input. As seen in apps like Jelly and Tinder.,https://www.bootcdn.cn/slipjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,swing,The Quill rich-text editor as a React component.,https://www.bootcdn.cn/swing/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,react-quill,Intuitive cookie manipulation library,https://www.bootcdn.cn/react-quill/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,cookiesjs,tablesorter (FORK) is a jQuery plugin for turning a standard HTML table with THEAD and TBODY tags into a sortable table without page refreshes. tablesorter can successfully parse and sort many types of data including linked data in a cell.,https://www.bootcdn.cn/cookiesjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,jquery.tablesorter,Dead simple CSS framework.,https://www.bootcdn.cn/jquery.tablesorter/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,hack,Make a beautiful embeddable booking widget in minutes,https://www.bootcdn.cn/hack/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
931,booking-js,AngularUI - The companion suite for AngularJS,https://www.bootcdn.cn/booking-js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,angular-ui,A vanilla JS customisable text input/select box plugin,https://www.bootcdn.cn/angular-ui/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,choices.js,Skel: A lightweight responsive framework for the www.,https://www.bootcdn.cn/choices.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,skel,Play back HLS with video.js,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,videojs-contrib-hls,A plugin for jQuery. Make your form controls look how you want them to.,https://www.bootcdn.cn/videojs-contrib-hls/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Uniform.js,Library to convert between lat/lng and OLC codes,https://www.bootcdn.cn/Uniform.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,openlocationcode,A JavaScript library for rendering music notation and guitar tablature,https://www.bootcdn.cn/openlocationcode/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,vexflow,A jQuery Masonry alternative with CSS-driven configuration,https://www.bootcdn.cn/vexflow/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,salvattore,Determine later (or previous) occurrences of recurring schedules,https://www.bootcdn.cn/salvattore/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,later,Write better assertions,https://www.bootcdn.cn/later/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,expect,OpenType font parser,https://www.bootcdn.cn/expect/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
942,opentype.js,jQuery Tags Input Plugin,https://www.bootcdn.cn/opentype.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,jquery-tagsinput,A flexible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,backbone-forms,Validator component for Vue.js,https://www.bootcdn.cn/backbone-forms/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,vue-validator,JS library to generate random pleasing colors/color schemes,https://www.bootcdn.cn/vue-validator/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,pleasejs,A lightweight 3D physics engine written in JavaScript.,https://www.bootcdn.cn/pleasejs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,cannon.js,Normalize browsers' default style,https://www.bootcdn.cn/cannon.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,modern-normalize,The best jQuery plugin for app look-alike on- and off-canvas menus with sliding submenus for your website and webapp.,https://www.bootcdn.cn/modern-normalize/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949,jQuery.mmenu,A library for pretty shadows.,https://www.bootcdn.cn/jQuery.mmenu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950,shine.js,A platform detection library that works on nearly all JavaScript platforms.,https://www.bootcdn.cn/shine.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
951,platform,A powerful little tool for managing CSS animations,https://www.bootcdn.cn/platform/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,animo.js,slimScroll is a small jQuery plugin that transforms any div into a scrollable area. slimScroll doesn't occupy any visual space as it only appears on a user initiated mouse-over.,https://www.bootcdn.cn/animo.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,jQuery-slimScroll,jQuery Raty - A Star Rating Plugin,https://www.bootcdn.cn/jQuery-slimScroll/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,raty,Google-styled theme for Bootstrap.,https://www.bootcdn.cn/raty/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,todc-bootstrap,Touch enabled minimalistic slider written in vanilla JavaScript.,https://www.bootcdn.cn/todc-bootstrap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,lory.js,A suite of react components,https://www.bootcdn.cn/lory.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,rsuite,jScrollPane - cross browser styleable scrollbars with jQuery and CSS,https://www.bootcdn.cn/rsuite/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958,jScrollPane,A CSS grid framework using Flexbox.,https://www.bootcdn.cn/jScrollPane/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,grd,Fast text replacement with canvas and VML - no Flash or images required.,https://www.bootcdn.cn/grd/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,cufon,Show some HTML before visitors leave your site.,https://www.bootcdn.cn/cufon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961,ouibounce,The jQuery Mockjax Plugin provides a simple and extremely flexible interface for mocking or simulating ajax requests and responses.,https://www.bootcdn.cn/ouibounce/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,jquery-mockjax,Algolia theme for React InstantSearch,https://www.bootcdn.cn/jquery-mockjax/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,react-instantsearch-theme-algolia,instantsearch.js is a library of widgets to build high performance instant search experiences using Algolia,https://www.bootcdn.cn/react-instantsearch-theme-algolia/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
964,instantsearch.js,Python 3 in the browser,https://www.bootcdn.cn/instantsearch.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,brython,Angular directives for sorting nested lists using the HTML5 Drag and Drop API,https://www.bootcdn.cn/brython/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
966,angular-drag-and-drop-lists,Replicating Medium's beautiful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
967,fluidbox,Tiny async loader for modern browsers,https://www.bootcdn.cn/fluidbox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,loadjs,LABjs (Loading And Blocking JavaScript) is an open-source (MIT license) project supported by Getify Solutions. The core purpose of LABjs is to be an all-purpose,, into any page, at any time. Loading your scripts with LABjs reduces resource blocking during page-load, which is an easy and effective way to optimize your site's performance.";"https://www.bootcdn.cn/loadjs/",,,,,,,,,,,,,,,,,,,,,,,,,
969,labjs,Micro #JavaScript Library for Mobile Devices.,https://www.bootcdn.cn/labjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,quo.js,A simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,humane-js,It's a react table for bootstrap,https://www.bootcdn.cn/humane-js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,react-bootstrap-table,Cool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,ion-rangeslider,Gitalk is a modern comment component based on Github Issue and Preact.,https://www.bootcdn.cn/ion-rangeslider/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,gitalk,dancer.js is a high-level audio API,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,dancer.js,jQuery plugin to make HTML tables responsive,https://www.bootcdn.cn/dancer.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,jquery-footable,Backgrid.js is a set of components for building semantic and easily stylable data grid widgets with Backbone.,https://www.bootcdn.cn/jquery-footable/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,backgrid.js,Kendo UI is everything you need to build sites and apps with HTML5 & JavaScript & Kendo UI Core is the free and open-source version of Kendo UI that provides access to the web's best UI widgets and key framework features essential for developing great experiences for the web and mobile.,https://www.bootcdn.cn/backgrid.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,kendo-ui-core,React components for Leaflet maps,https://www.bootcdn.cn/kendo-ui-core/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
979,react-leaflet,The Final Countdown for jQuery,https://www.bootcdn.cn/react-leaflet/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,jquery.countdown,Lightweight helper library for modern browsers.,https://www.bootcdn.cn/jquery.countdown/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,blissfuljs,Facebook-style tooltip plugin for jQuery,https://www.bootcdn.cn/blissfuljs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
982,jquery.tipsy,Custom scrollbars with native scroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,simplebar,An open source front-end implementation that help you quickly construct modern multi-screen applications,https://www.bootcdn.cn/simplebar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,zui,An iconic font made for developers,https://www.bootcdn.cn/zui/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,devicons,Riding carousels with jQuery,https://www.bootcdn.cn/devicons/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
986,jcarousel,jQuery Terminal Emulator is a plugin for creating command line interpreters in your applications.,https://www.bootcdn.cn/jcarousel/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,jquery.terminal,A zepto plugin to create fullpage scrolling webapps,https://www.bootcdn.cn/jquery.terminal/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
988,zepto.fullpage,zlib port to javascript - fast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
989,pako,LiveScript is a language which compiles to JavaScript. It has a straightforward mapping to JavaScript and allows you to write expressive code devoid of repetitive boilerplate. While LiveScript adds many features to assist in functional style programming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
990,livescript,The first responsive front-end framework based on AngularJS & Google Material Design specifications,https://www.bootcdn.cn/livescript/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,lumx,Firebase bindings for Vue.js,https://www.bootcdn.cn/lumx/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,vuefire,A Javascript string manipulation library without npm dependences.,https://www.bootcdn.cn/vuefire/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,strman,Create iOS 7 styled switches from default input checkboxes,https://www.bootcdn.cn/strman/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,switchery,Create Forms Easily with React and Redux,https://www.bootcdn.cn/switchery/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
995,react-redux-form,Introducing... qTip2. The second generation of the advanced qTip plugin for the ever popular jQuery framework.,https://www.bootcdn.cn/react-redux-form/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,qtip2,RecordRTC is a server-less (entire client-side) JavaScript library can be used to record WebRTC audio/video media streams. It supports cross-browser audio/video recording.,https://www.bootcdn.cn/qtip2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997,RecordRTC,Spectrum: the no hassle jQuery colorpicker,https://www.bootcdn.cn/RecordRTC/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,spectrum,Spectrum: the no hassle jQuery colorpicker,https://www.bootcdn.cn/spectrum/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,spectrum-i18n,A framework agnostic javascript date picker.,https://www.bootcdn.cn/spectrum-i18n/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Kalendae,A JavaScript API for drawing unconventional text effects on the web.,https://www.bootcdn.cn/Kalendae/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Blotter,Immutable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,nuclear-js,Gmail-like client-side drafts and bit more. Plugin developed to save html forms data to LocalStorage to restore them after browser crashes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,sisyphus.js,jQuery Masked Input Plugin,https://www.bootcdn.cn/sisyphus.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004,jquery.maskedinput,Automatically make same-page links scroll smoothly,https://www.bootcdn.cn/jquery.maskedinput/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,jquery-smooth-scroll,A beautiful 'replacement' for JavaScript's alert,https://www.bootcdn.cn/jquery-smooth-scroll/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,bootstrap-sweetalert,a microInteraction library built with CSS Animations and driven by JavaScript Power,https://www.bootcdn.cn/bootstrap-sweetalert/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,webkul-micron,Vendor-agnostic web analytics for AngularJS applications,https://www.bootcdn.cn/webkul-micron/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008,angulartics,A small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009,big.js,A bootstrap plugin for markdown editing,https://www.bootcdn.cn/big.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010,bootstrap-markdown,Facebook-style lightbox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,facebox,Graph layout for JavaScript,https://www.bootcdn.cn/facebox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012,dagre,This is a simple plugin that turns standard Bootstrap alerts into "Growl-like" notifications.,https://www.bootcdn.cn/dagre/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,mouse0270-bootstrap-notify,Bonsai runtime and node server,https://www.bootcdn.cn/mouse0270-bootstrap-notify/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,bonsai,LZ-based compression algorithm,https://www.bootcdn.cn/bonsai/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,lz-string,Edit-in-place for angular.js,https://www.bootcdn.cn/lz-string/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,angular-xeditable,BDD style assertions for node and the browser.,https://www.bootcdn.cn/angular-xeditable/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,expect.js,Makes typing in input fields fun with CSS3 effects,https://www.bootcdn.cn/expect.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,fancyInput,An insane grid. You’ve been warned.,https://www.bootcdn.cn/fancyInput/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,toast-css,A simple module to replace Backbone.sync with localStorage-based persistence. Models are given GUIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,backbone-localstorage.js,Simple Statistics,https://www.bootcdn.cn/backbone-localstorage.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,simple-statistics,Lightweight plugin to render simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,easy-pie-chart,Programming related icons collection,https://www.bootcdn.cn/easy-pie-chart/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,devicon,Interactive table generation JavaScript library,https://www.bootcdn.cn/devicon/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,tabulator,Javascript utility for calculating deep difference,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,deep-diff,A cross-browser javascript wrapper for the html5 audio tag,https://www.bootcdn.cn/deep-diff/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,audiojs,A light-weight library to animate your font-awesome like icons,https://www.bootcdn.cn/audiojs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,iconate,A touchable jQuery lightbox,https://www.bootcdn.cn/iconate/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,swipebox,A touchable jQuery lightbox.,https://www.bootcdn.cn/swipebox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,jquery.swipebox,SAPO InK - Interface Toolkit,https://www.bootcdn.cn/jquery.swipebox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,ink,Pannellum is a lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,pannellum,An à la carte set of polished,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,react-widgets,A JavaScript H.264 decoder.,https://www.bootcdn.cn/react-widgets/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Broadway,The missing Javascript smart persistant layer,https://www.bootcdn.cn/Broadway/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,basil.js,Material Design data table.,https://www.bootcdn.cn/basil.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,angular-material-data-table,Cal-Heatmap is a javascript module to create calendar heatmap to visualize time series data,https://www.bootcdn.cn/angular-material-data-table/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036,cal-heatmap,A JS library to build the UI for your bot,https://www.bootcdn.cn/cal-heatmap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,botui,Responsive jQuery Image Slider/Slideshow/Carousel/Gallery/Banner,https://www.bootcdn.cn/botui/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,jssor-slider,Elegant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1039,izimodal,Font Awesome Bootstrap Checkboxes & Radios. Pure css way to make inputs look prettier.,https://www.bootcdn.cn/izimodal/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,awesome-bootstrap-checkbox,A JavaScript 2D physics engine.,https://www.bootcdn.cn/awesome-bootstrap-checkbox/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041,p2.js,A clock-style timepicker for Bootstrap (or jQuery),https://www.bootcdn.cn/p2.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1042,clockpicker,Accessible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,react-autocomplete,Polyfill for smooth scroll behavior,https://www.bootcdn.cn/react-autocomplete/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1044,iamdustan-smoothscroll,Shave is a javascript plugin that truncates multi-line text within a html element based on set max height,https://www.bootcdn.cn/iamdustan-smoothscroll/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,shave,Smoothie Charts: smooooooth JavaScript charts for realtime streaming data,https://www.bootcdn.cn/shave/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,smoothie,Simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047,rangeslider.js,Token based authentication system for angular js. Includes support for oauth2 authentication using Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,ng-token-auth,A JS utility for for parsing URLs and extracting information out of them.,https://www.bootcdn.cn/ng-token-auth/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,purl,utility to parse urls and provide easy access to their attributes (such as the protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,jquery-url-parser,TaffyDB is an opensouce library that brings database features into your JavaScript applications.,https://www.bootcdn.cn/jquery-url-parser/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,taffydb,Make use of Bootstrap Modal more monkey-friendly.,https://www.bootcdn.cn/taffydb/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,bootstrap3-dialog,A simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,js-url,Management facility for context menus. Developed for a large number of triggering objects. HTML5 Polyfill,https://www.bootcdn.cn/js-url/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054,jquery-contextmenu,A lightweight library for implementing authentication/authorization with Ember.js applications.,https://www.bootcdn.cn/jquery-contextmenu/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055,ember-simple-auth,jQuery Tools is a collection of the most important user-interface components for modern websites. Used by large sites all over the world.,https://www.bootcdn.cn/ember-simple-auth/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,jquery-tools,HTML5 Webcam Image Capture Library with Flash Fallback,https://www.bootcdn.cn/jquery-tools/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,webcamjs,JavaScript implementation of most Microsoft Excel formula functions,https://www.bootcdn.cn/webcamjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,formulajs,Accessibility engine for automated Web UI testing,https://www.bootcdn.cn/formulajs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,axe-core,Amazing grid layout.,https://www.bootcdn.cn/axe-core/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,freewall,curl.js is small,, CSS, HTML/text, and legacy scripts.";"https://www.bootcdn.cn/freewall/",,,,,,,,,,,,,,,,,,,,,,,,,
1061,curl,Smart table is a table module for angular js. It allows you to quickly compose your table in a declarative way including sorting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,angular-smart-table,Avgrund is a jquery plugin for modal boxes and popups. It uses new concept showing depth between popup and page. It works in all modern browsers and gracefully degrade in those that do not support CSS transitions and transformations,https://www.bootcdn.cn/angular-smart-table/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,jquery.avgrund,Minimal 2kb zero dependency cascading grid layout,https://www.bootcdn.cn/jquery.avgrund/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,minigrid,JavaScript client for the Leap Motion Controller,https://www.bootcdn.cn/minigrid/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1065,leapjs,Declarative validations for JavaScript,https://www.bootcdn.cn/leapjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,validate.js,Fancytree is a JavaScript tree view plugin for jQuery with support for persistence,, and lazy loading.";"https://www.bootcdn.cn/validate.js/",,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,jquery.fancytree,Featherlight is a very lightweight jQuery lightbox plugin. It's simple yet flexible and easy to use. Featherlight has minimal css and uses no inline styles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,featherlight,A d3.js heatmap representing time series data. Inspired by Github's contribution chart,https://www.bootcdn.cn/featherlight/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,calendar-heatmap,A robust HTML entities encoder/decoder with full Unicode support.,https://www.bootcdn.cn/calendar-heatmap/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,he,Detect element visibility in the browser,https://www.bootcdn.cn/he/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,emergence.js,A library for creating powerful and flexible finite state machines. Loosely inspired by Erlang/OTP's gen_fsm behavior.,https://www.bootcdn.cn/emergence.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,machina.js,This plugin is used to fix elements on the page (top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1073,ScrollToFixed,The simplest possible modal for jQuery,https://www.bootcdn.cn/ScrollToFixed/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,jquery-modal,opensource free pure JavaScript cryptographic library supports RSA/RSAPSS/ECDSA/DSA signing/validation,, CRL, CMS SignedData, TimeStamp and CAdES and JSON Web Signature(JWS)/Token(JWT)/Key(JWK).";"https://www.bootcdn.cn/jquery-modal/",,,,,,,,,,,,,,,,,,,,,,,,,
1075,jsrsasign,Awesome buttons for awesome projects!,https://www.bootcdn.cn/jsrsasign/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,bttn.css,JavaScript library for integrating remoteStorage,https://www.bootcdn.cn/bttn.css/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,remoteStorage,A Javascript module to convert emoji keywords to images.,https://www.bootcdn.cn/remoteStorage/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,emojify.js,Graphical form builder for the web.,https://www.bootcdn.cn/emojify.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,formbuilder,Javascript SVG parser and renderer on Canvas,https://www.bootcdn.cn/formbuilder/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,canvg,Custom Event/Messaging System,https://www.bootcdn.cn/canvg/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,js-signals,SlidesJS is a responsive slideshow plug-in for jQuery (1.7.1+) with features like touch and CSS3 transitions.,https://www.bootcdn.cn/js-signals/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,slidesjs,Pure JavaScript Port of WebKit,https://www.bootcdn.cn/slidesjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,webkit.js,A lightweight JS framework for fast navigation and page updates from YouTube,https://www.bootcdn.cn/webkit.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,spf,selectivizr is a JavaScript utility that emulates CSS3 pseudo-classes and attribute selectors in Internet Explorer 6-8. Simply include the script in your pages and selectivizr will do the rest.,https://www.bootcdn.cn/spf/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,selectivizr,test framework agnostic BDD-style assertions,https://www.bootcdn.cn/selectivizr/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,should.js,typebase.css is a minimal CSS typography boiler plate,https://www.bootcdn.cn/should.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,typebase.css,Client-Side Cookie Manipulation API,https://www.bootcdn.cn/typebase.css/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,Cookies.js,A lightweight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,wingcss,Ace (Ajax.org Cloud9 Editor),https://www.bootcdn.cn/wingcss/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,ace,AngularJS directive for Highcharts,https://www.bootcdn.cn/ace/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,highcharts-ng,Collect performance data from the client and node,https://www.bootcdn.cn/highcharts-ng/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,bucky,A visual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,techan.js,Paranoid text spacing for good readability,, numerical digits and symbols).";"https://www.bootcdn.cn/techan.js/",,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,pangu,An extremely intuitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,xstream,Simple and easy to use lightbox script written in pure JavaScript,https://www.bootcdn.cn/xstream/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,baguettebox.js,D3 based data-focused charting library,https://www.bootcdn.cn/baguettebox.js/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,tauCharts,Graphical primitives for visualization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,d3-shape,Polyfill for the dialog element,https://www.bootcdn.cn/d3-shape/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,dialog-polyfill,A simple javascript shopping cart that easily integrates with your current website.,https://www.bootcdn.cn/dialog-polyfill/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,simplecartjs,A layout and template manager for Backbone.js applications.,https://www.bootcdn.cn/simplecartjs/,,,,,,,,,,,,,,,,,,,,,,,,,,,,
